0	0	0	2	27	25	27	30	37	31	22	5	25	0	1	8	35	44	40	47	62	30	21	28	22	28	0	0	15	36	21	0	22	17	0	1	0	23	19	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
9	10	13	8	19	18	23	19	18	24	31	8	33	16	17	5	21	25	22	24	30	62	1	54	3	55	16	18	4	22	38	15	7	37	12	9	11	10	26	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
15	18	18	17	11	10	13	12	16	10	8	35	6	23	30	36	15	15	14	15	21	1	62	2	53	3	32	28	37	15	8	31	33	6	23	14	10	25	7	21	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13
9	10	13	8	15	14	19	17	15	20	25	9	26	15	15	6	18	22	20	22	28	54	2	62	2	53	16	18	2	18	40	17	5	36	14	9	11	7	25	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
18	19	22	22	12	11	14	13	17	12	9	35	7	28	27	35	18	17	15	17	22	3	53	2	62	1	31	25	38	15	6	30	36	8	26	15	14	28	7	22	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
10	11	13	11	15	14	19	16	16	20	28	13	28	17	22	8	17	23	22	23	28	55	3	53	1	62	21	21	0	19	42	17	4	38	14	6	12	7	25	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
24	29	28	26	0	0	0	0	0	0	6	40	10	45	45	34	0	0	0	0	0	16	32	16	31	21	62	48	27	0	22	44	20	22	42	22	21	13	15	28	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	33	36	27	0	0	0	0	0	0	9	39	12	46	45	38	0	0	0	0	0	18	28	18	25	21	48	62	27	0	24	45	22	26	37	28	29	15	14	31	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	13	17	17	25	24	24	18	18	21	11	37	16	28	20	43	18	13	12	12	15	4	37	2	38	0	27	27	62	18	2	21	35	4	20	16	10	32	2	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
0	0	0	2	47	47	43	43	35	39	31	5	39	0	0	8	49	43	38	33	36	22	15	18	15	19	0	0	18	62	19	0	20	18	0	1	0	32	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
19	20	22	17	19	18	14	14	17	15	22	16	28	17	19	12	18	24	23	21	21	38	8	40	6	42	22	24	2	19	62	25	1	42	21	12	18	5	33	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
32	34	39	33	0	0	0	0	0	0	8	33	9	39	38	30	0	0	0	0	0	15	31	17	30	17	44	45	21	0	25	62	21	20	43	32	29	15	19	34	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	17	21	20	19	19	15	21	18	20	12	28	11	18	22	27	23	25	22	22	22	7	33	5	36	4	20	22	35	20	1	21	62	1	18	20	13	35	2	17	6	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	15
16	19	23	19	16	16	16	17	14	17	23	16	28	24	19	13	16	20	16	17	17	37	6	36	8	38	22	26	4	18	42	20	1	62	21	13	25	3	30	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
37	39	39	39	0	0	0	0	1	0	5	32	8	43	33	31	0	1	0	0	0	12	23	14	26	14	42	37	20	0	21	43	18	21	62	34	33	19	22	33	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	41	39	35	0	0	0	4	5	0	6	22	6	26	24	23	0	2	4	2	1	9	14	9	15	6	22	28	16	1	12	32	20	13	34	62	41	17	31	35	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	40	43	39	0	0	0	0	4	0	7	21	9	26	24	20	0	1	3	1	0	11	10	11	14	12	21	29	10	0	18	29	13	25	33	41	62	16	25	34	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	15	17	22	22	22	20	23	25	20	14	18	13	19	13	25	29	28	29	21	23	10	25	7	28	7	13	15	32	32	5	15	35	3	19	17	16	62	1	17	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
29	28	21	22	16	16	15	15	18	15	18	9	22	14	15	7	15	20	19	21	19	26	7	25	7	25	15	14	2	16	33	19	2	30	22	31	25	1	62	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
37	36	40	35	0	0	1	0	2	0	5	24	5	35	36	25	0	1	2	0	1	12	21	15	22	15	28	31	14	1	20	34	17	16	33	35	34	17	24	62	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
12	12	12	14	0	0	0	0	0	0	0	6	0	11	10	5	0	1	1	1	2	1	6	1	7	1	6	6	7	0	1	8	6	0	11	8	9	13	2	13	62	41	40	38	38	38	38	35	36	0	0	0	0	0	0	0	0	0	2	0	0
0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	41	62	59	58	58	58	58	54	53	10	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	40	59	62	59	59	59	59	55	56	10	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	58	59	62	62	62	62	56	55	11	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	58	59	62	62	62	62	56	55	11	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	58	59	62	62	62	62	56	55	11	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	58	59	62	62	62	62	56	55	11	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	35	54	55	56	56	56	56	62	61	12	0	0	0	0	0	0	0	0	3	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	36	53	56	55	55	55	55	61	62	12	0	0	0	0	0	0	0	0	3	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	11	11	11	11	12	12	62	50	49	48	49	49	48	46	48	42	46	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	62	61	60	61	61	60	58	60	54	58	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	61	62	61	62	62	59	59	59	55	59	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	60	61	62	61	61	60	60	60	54	58	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	61	62	61	62	62	59	59	59	55	59	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	61	62	61	62	62	59	59	59	55	59	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	60	59	60	59	59	62	60	62	54	58	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	58	59	60	59	59	60	62	60	56	60	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	60	59	60	59	59	62	60	62	54	58	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	1	1	1	1	1	3	3	42	54	55	54	55	55	54	56	54	62	58	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	46	58	59	58	59	59	58	60	58	58	62	1
1	0	0	4	48	48	52	41	29	52	40	12	40	0	0	15	40	26	25	22	25	21	13	17	13	17	0	0	24	37	10	0	15	14	0	0	0	19	11	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	62
