25	45	46	50	60	48	48	49	45	43	77	48	27	24	31	26	30	28	29	24	35	32	30	32	22	23	23	24	26	34	22	43	41	20	41	43	47	26	28	32	41	25	48	31	34	19	30	37	33	24	45	32	19	40	19	38	29	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	65	65	75	61	75	72	73	64	63	48	77	48	0	8	25	12	19	21	1	16	36	27	31	21	2	1	0	3	19	24	30	62	27	32	67	71	38	6	12	36	22	40	43	32	18	7	37	30	29	42	33	8	36	15	30	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	39	47	47	40	49	49	49	54	43	27	48	77	20	8	44	28	29	41	21	11	47	37	36	45	17	17	21	14	24	48	24	53	47	19	47	47	44	22	24	40	40	22	45	35	39	22	41	44	37	43	43	29	39	34	34	35	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	2	4	1	12	0	2	1	6	6	24	0	20	77	63	32	53	45	43	71	52	22	31	30	43	68	68	75	64	48	39	40	3	39	39	2	0	38	59	54	28	45	30	25	31	50	62	25	28	29	20	28	61	27	55	32	41	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	10	11	8	18	7	8	8	10	9	31	8	8	63	77	32	53	51	38	59	63	29	39	37	32	60	62	61	64	55	30	44	11	30	48	8	7	27	59	58	35	38	38	28	38	39	60	32	33	37	27	37	49	34	45	41	43	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	20	35	25	35	25	27	27	33	23	26	25	44	32	32	77	55	55	61	34	27	63	67	60	59	34	33	34	35	42	58	29	37	46	25	29	25	32	41	50	48	48	25	45	52	41	47	49	62	59	57	64	48	47	35	52	58	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	12	17	12	24	11	13	12	18	15	30	12	28	53	53	55	77	65	54	55	49	45	55	52	43	54	54	55	56	60	41	47	22	32	42	14	11	25	63	70	50	42	35	42	48	38	66	47	48	51	40	52	49	45	40	48	58	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	16	24	19	29	18	20	19	25	14	28	19	29	45	51	55	65	77	52	47	47	51	63	60	43	47	46	47	48	58	43	45	30	34	40	21	18	26	51	62	52	44	35	41	54	38	58	51	52	59	48	59	49	45	40	50	62	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	16	26	21	32	21	23	23	27	21	29	21	41	43	38	61	54	52	77	43	32	53	59	56	57	44	42	43	42	45	53	34	29	44	29	24	20	34	45	47	40	52	27	39	46	45	52	45	58	51	49	60	50	43	37	50	52	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	3	6	2	12	1	3	2	8	7	24	1	21	71	59	34	55	47	43	77	49	24	33	31	45	66	68	73	64	49	41	40	6	39	39	2	1	36	59	52	30	49	29	27	31	48	60	27	30	30	21	30	59	27	57	31	42	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	17	20	16	22	15	15	16	17	14	35	16	11	52	63	27	49	47	32	49	77	24	36	42	21	56	55	50	60	60	22	51	20	20	57	16	15	17	57	54	45	29	47	23	46	28	54	42	29	39	29	33	38	43	34	48	40	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	32	42	36	38	36	38	36	41	31	32	36	47	22	29	63	45	51	53	24	24	77	63	57	51	24	23	24	25	39	53	28	47	46	26	37	34	35	31	44	44	51	23	48	47	42	37	47	64	57	57	64	37	46	34	47	53	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	23	37	27	37	27	29	29	34	22	30	27	37	31	39	67	55	63	59	33	36	63	77	68	53	33	32	33	34	52	49	38	39	38	35	32	27	26	41	52	51	45	29	42	54	38	46	52	66	65	59	70	45	51	32	58	64	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	27	40	31	39	31	33	33	38	24	32	31	36	30	37	60	52	60	56	31	42	57	68	77	47	31	30	31	32	57	43	45	43	33	42	35	31	22	38	49	58	38	38	34	63	30	43	61	57	68	61	64	39	58	26	63	61	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	16	31	22	29	22	22	24	28	20	22	21	45	43	32	59	43	43	57	45	21	51	53	47	77	40	43	45	34	29	64	21	26	59	15	27	22	50	36	37	32	57	16	40	35	58	38	33	52	44	49	52	59	31	52	37	50	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	4	5	2	13	1	2	2	5	8	23	2	17	68	60	34	54	47	44	66	56	24	33	31	40	77	69	68	69	48	39	38	6	38	40	3	1	32	60	55	30	49	30	29	32	47	63	26	30	30	20	30	57	28	50	34	40	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	3	5	1	10	0	0	1	4	7	23	1	17	68	62	33	54	46	42	68	55	23	32	30	43	69	77	70	67	48	40	38	4	36	42	1	0	34	64	55	28	45	33	29	31	48	61	25	28	29	19	29	58	27	55	34	41	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	2	5	1	12	0	2	1	7	6	24	0	21	75	61	34	55	47	43	73	50	24	33	31	45	68	70	77	64	49	41	41	4	37	40	2	0	36	61	56	29	47	30	27	32	50	62	26	30	30	21	30	61	28	57	33	42	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	6	6	3	14	2	3	3	6	8	26	3	14	64	64	35	56	48	42	64	60	25	34	32	34	69	67	64	77	50	36	38	9	33	44	3	2	29	64	57	31	44	34	32	34	42	63	28	31	31	20	32	52	30	48	38	41	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	22	25	19	27	18	20	20	25	19	34	19	24	48	55	42	60	58	45	49	60	39	52	57	29	48	48	49	50	77	27	60	30	19	57	21	19	13	54	61	56	32	46	28	57	28	59	53	44	56	42	49	39	54	32	57	53	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	18	32	24	29	24	26	25	29	22	22	24	48	39	30	58	41	43	53	41	22	53	49	43	64	39	40	41	36	27	77	15	33	65	11	27	23	49	33	36	33	61	14	42	36	58	38	36	50	42	46	48	55	36	48	37	48	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	29	32	32	35	31	33	33	36	27	43	30	24	40	44	29	47	45	34	40	51	28	38	45	21	38	38	41	38	60	15	77	26	11	64	35	32	5	42	48	56	23	59	15	47	22	45	53	31	44	38	35	32	50	25	43	39	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	56	58	60	55	60	61	60	61	51	41	62	53	3	11	37	22	30	29	6	20	47	39	43	26	6	4	4	9	30	33	26	77	31	28	54	58	35	12	22	45	29	29	47	44	21	14	46	42	41	49	45	13	48	16	40	32	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	22	34	27	29	27	27	28	29	26	20	27	47	39	30	46	32	34	44	39	20	46	38	33	59	38	36	37	33	19	65	11	31	77	5	33	27	58	27	27	23	62	8	43	26	63	31	26	45	32	37	39	52	26	53	27	38	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	32	30	32	32	31	32	31	32	30	41	32	19	39	48	25	42	40	29	39	57	26	35	42	15	40	42	40	44	57	11	64	28	5	77	30	29	3	47	47	51	17	63	15	48	14	44	48	28	41	29	32	25	49	23	48	37	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	58	65	67	57	69	67	69	62	56	43	67	47	2	8	29	14	21	24	2	16	37	32	35	27	3	1	2	3	21	27	35	54	33	30	77	69	33	6	13	38	24	40	37	33	23	8	40	35	34	44	36	12	39	17	33	24	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	65	67	71	60	73	70	73	64	63	47	71	47	0	7	25	11	18	20	1	15	34	27	31	22	1	0	0	2	19	23	32	58	27	29	69	77	38	5	11	35	21	40	41	31	19	6	36	30	29	44	32	9	35	16	29	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	33	39	37	34	38	35	37	34	37	26	38	44	38	27	32	25	26	34	36	17	35	26	22	50	32	34	36	29	13	49	5	35	58	3	33	38	77	24	21	9	52	4	57	13	55	26	10	33	20	30	31	45	12	52	18	27	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	7	11	6	16	5	5	6	10	12	28	6	22	59	59	41	63	51	45	59	57	31	41	38	36	60	64	61	64	54	33	42	12	27	47	6	5	24	77	64	36	37	35	35	38	38	66	33	38	37	26	39	47	35	46	42	48	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	13	17	12	24	11	13	12	18	12	32	12	24	54	58	50	70	62	47	52	54	44	52	49	37	55	55	56	57	61	36	48	22	27	47	13	11	21	64	77	49	35	41	37	51	33	65	46	41	48	38	49	44	48	37	49	53	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	30	39	36	39	36	38	38	43	27	41	36	40	28	35	48	50	52	40	30	45	44	51	58	32	30	28	29	31	56	33	56	45	23	51	38	35	9	36	49	77	25	52	23	64	16	41	70	42	57	52	50	27	65	18	54	50	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	19	27	22	27	21	23	22	28	23	25	22	40	45	38	48	42	44	52	49	29	51	45	38	57	49	45	47	44	32	61	23	29	62	17	24	21	52	37	35	25	77	9	48	26	64	43	26	55	36	39	44	59	24	58	29	44	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	38	35	42	40	40	41	40	37	36	48	40	22	30	38	25	35	35	27	29	47	23	29	38	16	30	33	30	34	46	14	59	29	8	63	40	40	4	35	41	52	9	77	9	49	7	35	51	20	37	35	28	18	50	14	44	29	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	37	43	41	38	42	39	41	39	40	31	43	45	25	28	45	42	41	39	27	23	48	42	34	40	29	29	27	32	28	42	15	47	43	15	37	41	57	35	37	23	48	9	77	25	45	37	22	49	33	38	46	35	24	42	31	38	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	26	39	32	39	32	34	34	39	23	34	32	35	31	38	52	48	54	46	31	46	47	54	63	35	32	31	32	34	57	36	47	44	26	48	33	31	13	38	51	64	26	49	25	77	17	44	67	43	62	53	52	28	64	21	59	49	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	18	25	19	23	18	18	19	20	22	19	18	39	50	39	41	38	38	45	48	28	42	38	30	58	47	48	50	42	28	58	22	21	63	14	23	19	55	38	33	16	64	7	45	17	77	41	17	46	29	31	37	66	17	65	22	41	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	8	11	7	19	6	8	7	12	13	30	7	22	62	60	47	66	58	52	60	54	37	46	43	38	63	61	62	63	59	38	45	14	31	44	8	6	26	66	65	41	43	35	37	44	41	77	38	42	43	31	43	52	40	43	43	49	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	29	41	37	38	37	39	39	44	26	37	37	41	25	32	49	47	51	45	27	42	47	52	61	33	26	25	26	28	53	36	53	46	26	48	40	36	10	33	46	70	26	51	22	67	17	38	77	41	62	52	50	24	68	15	57	47	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	28	40	30	38	30	32	32	37	31	33	30	44	28	33	62	48	52	58	30	29	64	66	57	52	30	28	30	31	44	50	31	42	45	28	35	30	33	38	41	42	55	20	49	43	46	42	41	77	54	55	63	43	40	42	48	59	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	25	37	29	31	29	31	31	36	22	24	29	37	29	37	59	51	59	51	30	39	57	65	68	44	30	29	30	31	56	42	44	41	32	41	34	29	20	37	48	57	36	37	33	62	29	43	62	54	77	53	60	36	57	27	58	60	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	35	50	44	54	44	46	46	51	32	45	42	43	20	27	57	40	48	49	21	29	57	59	61	49	20	19	21	20	42	46	38	49	37	29	44	44	30	26	38	52	39	35	38	53	31	31	52	55	53	77	60	34	49	26	51	50	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	28	40	33	44	33	35	35	40	27	32	33	43	28	37	64	52	59	60	30	33	64	70	64	52	30	29	30	32	49	48	35	45	39	32	36	32	31	39	49	50	44	28	46	52	37	43	50	63	60	60	77	40	50	31	56	60	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	8	14	9	19	8	10	9	14	12	19	8	29	61	49	48	49	49	50	59	38	37	45	39	59	57	58	61	52	39	55	32	13	52	25	12	9	45	47	44	27	59	18	35	28	66	52	24	43	36	34	40	77	20	62	27	50	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	33	42	36	38	36	38	38	41	30	40	36	39	27	34	47	45	45	43	27	43	46	51	58	31	28	27	28	30	54	36	50	48	26	49	39	35	12	35	48	65	24	50	24	64	17	40	68	40	57	49	50	20	77	9	64	44	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	15	22	16	19	15	13	16	18	19	19	15	34	55	45	35	40	40	37	57	34	34	32	26	52	50	55	57	48	32	48	25	16	53	23	17	16	52	46	37	18	58	14	42	21	65	43	15	42	27	26	31	62	9	77	16	39	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	28	38	30	37	30	31	32	33	25	38	30	34	32	41	52	48	50	50	31	48	47	58	63	37	34	34	33	38	57	37	43	40	27	48	33	29	18	42	49	54	29	44	31	59	22	43	57	48	58	51	56	27	64	16	77	49	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	18	29	20	29	20	22	21	27	18	29	20	35	41	43	58	58	62	52	42	40	53	64	61	50	40	41	42	41	53	48	39	32	38	37	24	20	27	48	53	50	44	29	38	49	41	49	47	59	60	50	60	50	44	39	49	77	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	2	6	5	10	4	6	5	7	2	8	4	7	13	12	16	14	15	16	12	10	11	15	14	14	10	11	13	10	13	14	12	6	9	11	5	4	4	10	14	14	10	12	4	17	10	14	15	11	15	13	15	16	14	8	11	16	77	50	44	48	55	37	48	54	51	53	53	52	54	53	55	45	52	51	52
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	77	63	62	64	58	66	63	66	62	62	63	63	64	64	64	62	65	65
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	63	77	66	62	62	56	59	62	60	56	57	57	58	58	70	58	63	67
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	62	66	77	63	57	59	58	63	59	55	56	56	57	57	69	59	62	64
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	64	62	63	77	55	65	68	65	67	63	64	64	63	65	61	65	66	70
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	58	62	57	55	77	53	54	61	55	53	54	56	55	55	63	55	58	58
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	66	56	59	65	53	77	64	61	61	61	62	60	61	61	59	61	66	62
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	63	59	58	68	54	64	77	66	72	72	73	73	72	74	60	74	71	67
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	66	62	63	65	61	61	66	77	67	65	66	66	65	67	67	67	66	66
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	62	60	59	67	55	61	72	67	77	71	72	70	71	71	61	69	68	68
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	62	56	55	63	53	61	72	65	71	77	76	74	75	75	57	71	68	62
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	63	57	56	64	54	62	73	66	72	76	77	73	74	74	58	72	69	63
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	63	57	56	64	56	60	73	66	70	74	73	77	74	76	58	72	69	63
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	64	58	57	63	55	61	72	65	71	75	74	74	77	75	59	71	68	62
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	64	58	57	65	55	61	74	67	71	75	74	76	75	77	59	73	70	64
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	64	70	69	61	63	59	60	67	61	57	58	58	59	59	77	59	64	66
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	62	58	59	65	55	61	74	67	69	71	72	72	71	73	59	77	70	66
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	65	63	62	66	58	66	71	66	68	68	69	69	68	70	64	70	77	67
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	65	67	64	70	58	62	67	66	68	62	63	63	62	64	66	66	67	77
