16	17	19	14	7	7	8	9	9	10	20	10	18	22	21	5	11	14	17	17	19	42	1	38	2	38	22	22	3	10	27	21	8	25	20	16	18	10	21	16	7
13	13	14	14	7	7	9	9	12	8	4	21	3	17	17	25	16	18	18	22	22	1	42	1	40	3	18	18	24	11	8	17	19	10	16	13	14	17	11	14	13
19	20	22	17	7	7	8	10	8	8	20	11	18	23	22	6	11	14	15	15	17	38	1	42	1	39	23	23	3	10	28	24	7	26	21	19	19	9	22	19	7
11	11	12	12	7	7	9	11	13	8	4	19	3	15	15	23	16	19	20	24	24	2	40	1	42	1	16	16	24	12	6	15	19	8	14	11	12	19	9	12	13
20	21	23	18	6	6	7	8	8	8	19	14	17	26	25	9	10	12	14	14	16	38	3	39	1	42	26	26	2	8	31	25	6	29	24	20	22	8	25	20	6
31	32	35	29	0	0	0	0	0	0	10	27	11	41	38	23	0	0	0	0	0	22	18	23	16	26	42	40	12	0	31	40	8	33	38	31	34	4	34	32	1
31	32	35	29	0	0	0	0	0	0	10	29	11	41	40	23	0	0	0	0	0	22	18	23	16	26	40	42	12	0	30	38	8	31	38	31	34	4	32	32	1
9	9	9	12	25	25	25	21	20	21	15	21	14	11	12	25	21	17	15	15	14	3	24	3	24	2	12	12	42	24	2	12	31	4	11	9	10	24	7	10	25
0	0	0	4	35	35	34	35	34	29	20	12	22	0	0	12	32	29	25	23	21	10	11	10	12	8	0	0	24	42	10	0	25	5	0	0	0	28	2	0	32
21	22	25	19	8	8	9	10	8	6	15	18	19	30	28	12	9	8	6	4	5	27	8	28	6	31	31	30	2	10	42	29	1	34	27	21	24	4	29	22	8
33	34	35	31	0	0	0	0	0	0	10	25	11	39	38	23	0	0	0	0	0	21	17	24	15	25	40	38	12	0	29	42	8	31	38	33	34	4	34	34	1
9	9	9	12	28	28	26	22	21	24	16	19	17	8	8	20	21	16	19	17	18	8	19	7	19	6	8	8	31	25	1	8	42	1	8	9	9	24	6	9	28
25	26	27	23	5	5	4	5	7	7	16	20	17	32	29	15	5	3	3	5	4	25	10	26	8	29	33	31	4	5	34	31	1	42	29	25	28	2	31	26	4
35	36	35	31	0	0	0	0	0	0	9	26	10	39	38	26	0	0	0	0	0	20	16	21	14	24	38	38	11	0	27	38	8	29	42	35	36	4	32	36	1
42	41	38	37	0	0	0	0	0	0	8	24	11	32	33	22	0	0	0	0	0	16	13	19	11	20	31	31	9	0	21	33	9	25	35	42	39	4	33	41	1
39	38	35	36	0	0	0	0	0	0	9	26	12	35	36	24	0	0	0	0	0	18	14	19	12	22	34	34	10	0	24	34	9	28	36	39	42	4	34	40	1
4	4	4	7	25	25	25	26	28	26	15	13	15	4	4	15	25	27	31	27	25	10	17	9	19	8	4	4	24	28	4	4	24	2	4	4	4	42	1	4	27
33	34	35	30	3	3	2	3	2	2	13	22	15	33	34	18	3	0	0	0	0	21	11	22	9	25	34	32	7	2	29	34	6	31	32	33	34	1	42	32	2
41	40	37	36	0	0	0	0	0	0	8	25	11	33	34	23	0	0	0	0	0	16	14	19	12	20	32	32	10	0	22	34	9	26	36	41	40	4	32	42	1
1	1	1	4	36	36	36	28	27	30	23	9	27	1	1	15	27	25	21	21	19	7	13	7	13	6	1	1	25	32	8	1	28	4	1	1	1	27	2	1	42
