7	5	2	6	8	4	3	6	6	7	3	1	4	1	6	8	4	8	5	9	14	18	11	14	42	9	15	16	13	7	8	6	4	8	9	3	7	9	8	7	5
5	2	6	6	8	10	10	3	6	3	6	1	4	3	4	6	8	5	3	15	11	16	14	15	9	42	13	14	12	7	8	4	2	6	7	8	6	6	3	6	8
1	3	4	3	5	7	6	5	3	2	6	7	9	6	7	12	6	5	5	11	13	14	14	16	15	13	42	19	11	7	8	3	3	4	7	9	4	6	4	8	5
3	5	3	5	3	6	3	9	3	1	2	3	4	2	8	12	3	6	4	8	18	14	17	19	16	14	19	42	13	5	6	2	5	4	11	4	3	10	4	7	6
9	7	6	5	7	5	10	7	9	6	2	2	4	3	3	11	7	6	2	6	9	14	11	10	13	12	11	13	42	9	5	5	7	9	9	8	4	6	8	7	6
6	6	7	9	5	1	7	5	6	3	8	10	5	7	7	6	5	7	7	4	1	6	5	7	7	7	7	5	9	42	11	11	9	4	12	7	4	1	6	6	12
3	5	9	7	3	10	5	7	9	7	9	9	8	6	11	6	7	14	9	5	4	6	6	4	8	8	8	6	5	11	42	14	11	8	6	5	4	5	10	7	9
4	6	13	6	7	5	7	9	9	7	9	5	7	8	10	6	6	6	9	2	5	3	4	4	6	4	3	2	5	11	14	42	11	4	5	9	2	7	8	6	12
7	9	7	7	4	5	7	6	7	5	7	8	5	8	5	4	7	6	6	0	3	3	4	4	4	2	3	5	7	9	11	11	42	7	9	6	5	7	8	7	8
8	10	8	5	8	8	8	10	8	4	4	4	5	7	4	6	8	10	6	7	3	8	6	2	8	6	4	4	9	4	8	4	7	42	6	3	6	9	11	15	6
6	8	8	5	8	4	7	4	6	3	4	7	9	5	6	8	3	6	2	8	8	7	8	9	9	7	7	11	9	12	6	5	9	6	42	8	7	10	7	7	7
9	4	7	4	4	3	8	11	5	7	7	10	7	15	10	6	9	8	5	3	3	7	4	4	3	8	9	4	8	7	5	9	6	3	8	42	8	4	7	4	9
7	6	5	10	9	6	4	6	6	8	10	9	12	11	9	8	11	5	10	9	8	4	5	7	7	6	4	3	4	4	4	2	5	6	7	8	42	5	8	10	6
4	4	8	8	5	6	4	5	3	8	5	8	7	8	11	5	5	7	8	8	11	10	6	5	9	6	6	10	6	1	5	7	7	9	10	4	5	42	8	9	3
8	12	9	7	8	4	9	7	11	7	6	4	6	2	5	7	8	5	6	7	7	7	6	3	8	3	4	4	8	6	10	8	8	11	7	7	8	8	42	9	7
11	7	9	6	3	8	4	7	4	8	4	6	8	6	6	2	8	2	6	8	4	11	5	3	7	6	8	7	7	6	7	6	7	15	7	4	10	9	9	42	8
8	5	7	6	4	4	10	8	11	4	8	9	8	9	2	4	9	4	5	5	2	4	5	5	5	8	5	6	6	12	9	12	8	6	7	9	6	3	7	8	42
